1005,996,996,993,1002,0.17,0,0.01
1006,996,996,993,1002,0.2,0,0.01
1005,996,996,992,1001,0.27,0,0.01
1005,995,995,992,1001,0.3,0,0.01
1005,995,995,992,1001,0.37,0,0.01
1005,992,992,989,1001,0.76,0.01,0.02
1005,990,990,987,1001,1.17,0.01,0.01
1005,989,989,986,1000,1.29,0.01,0.01
1004,987,986,983,1000,1.53,0.01,0
1003,980,978,975,998,2.14,0.01,-0.01
1002,974,971,967,997,2.67,0,-0.02
1002,966,962,957,996,3.06,-0.01,-0.01
1001,953,947,945,994,3.53,-0.01,-0.01
999,927,917,924,992,4.23,-0.02,-0.01
998,906,883,900,991,4.64,-0.01,0.01
998,902,878,896,991,4.75,-0.01,0.01
998,902,878,896,991,4.75,-0.01,0.01
999,902,878,896,991,4.75,-0.01,0.01
998,903,879,897,991,4.75,-0.01,0.01
998,911,891,905,991,4.73,-0.01,0
999,920,905,915,992,4.58,-0.01,0
1000,934,925,931,993,4.33,-0.01,0
1001,951,946,949,995,3.88,-0.01,0
1001,963,962,963,997,3.36,-0.01,-0.01
1002,978,977,975,997,2.64,-0.01,0
1003,984,984,982,998,1.98,-0.01,0
1003,988,989,986,999,1.53,-0.01,0
1004,992,992,989,1000,1.03,-0.01,0.01
1004,994,993,991,1000,0.76,-0.02,0.01
1004,995,995,994,1001,0.01,-0.02,0.01
1005,996,996,994,1001,-0.36,-0.02,0
1005,997,997,995,1001,-0.54,-0.02,-0.01
1005,999,999,997,1002,-1.46,-0.02,0
1005,1000,1000,998,1002,-2.31,-0.02,0
1005,1001,1001,999,1002,-2.98,-0.03,0.01
1006,1002,1002,1000,1001,-3.81,-0.04,0.02
1006,1002,1002,1000,1002,-4.5,-0.05,0.01
1006,1002,1002,1000,1002,-4.77,-0.05,0.01
1006,1003,1002,1000,1002,-4.84,-0.05,0
1006,1002,1002,1000,1003,-4.84,-0.05,0
1006,1003,1002,1000,1002,-4.84,-0.05,0
1005,1003,1002,1001,1002,-4.84,-0.05,0
1006,1002,1002,1000,1002,-4.84,-0.05,0
1006,1002,1002,1001,1002,-4.87,-0.05,0
1006,1003,1002,1000,1002,-5.15,-0.06,0.02
1006,1003,1003,1001,1003,-5.64,-0.07,0.02
1005,1003,1003,1001,1002,-6.4,-0.07,0.01
1006,1004,1004,1002,1002,-7.28,-0.07,-0.01
1006,1004,1004,1002,1003,-8.32,-0.07,0
1006,1004,1004,1002,1003,-9.74,-0.05,-0.01
1006,1004,1004,1003,1003,-11.24,-0.04,-0.01
1006,1004,1004,1002,1002,-12.31,-0.03,-0.01
1006,1004,1005,1003,1003,-13.39,-0.04,0.01
1006,1004,1005,1003,1003,-14.39,-0.06,0.02
1005,1005,1004,1003,1003,-14.49,-0.06,0.01
1006,1005,1004,1003,1003,-14.46,-0.06,0.02
1006,1004,1004,1003,1003,-14.31,-0.05,0.05
1006,1005,1004,1003,1003,-14.04,-0.03,0.08
1006,1005,1004,1002,1003,-13.87,-0.01,0.12
1006,1004,1004,1003,1003,-13.47,0.05,0.14
1006,1004,1004,1003,1004,-12.86,0.14,0.15
1006,1004,1004,1003,1004,-12.23,0.24,0.15
1006,1004,1004,1003,1003,-11.24,0.39,0.16
1006,1005,1005,1003,1004,-10.34,0.54,0.16
1006,1005,1005,1003,1003,-9.68,0.65,0.16
1007,1005,1005,1003,1003,-9,0.76,0.17
1007,1005,1005,1003,1003,-8.06,0.92,0.16
1006,1005,1005,1003,1004,-7.18,1.06,0.16
1006,1005,1005,1003,1004,-6.38,1.17,0.14
1006,1004,1004,1003,1003,-5.5,1.3,0.14
1007,1004,1004,1002,1004,-4.41,1.45,0.14
1006,1003,1003,1002,1004,-3.42,1.59,0.14
1006,1003,1003,1001,1004,-2.79,1.68,0.14
1007,1003,1002,1000,1003,-1.95,1.81,0.16
1007,1003,1002,999,1004,-1.11,1.94,0.15
1007,1002,1001,998,1003,-0.36,2.05,0.13
1007,1000,999,995,1003,0.66,2.18,0.13
1007,998,996,990,1001,1.6,2.3,0.13
1007,996,994,987,1001,2.26,2.38,0.11
1006,994,991,983,1000,2.59,2.41,0.1
1006,994,990,983,999,2.63,2.41,0.09
1006,993,990,983,1000,2.63,2.41,0.09
1006,993,991,985,1001,2.42,2.41,0.04
1006,995,993,989,1002,1.95,2.4,0
1006,996,995,993,1003,1.39,2.41,-0.01
1006,998,997,995,1004,0.59,2.41,-0.01
1006,999,999,996,1004,-0.35,2.42,-0.01
1007,1001,1000,998,1004,-1.37,2.44,-0.02
1007,1003,1003,1000,1004,-2.58,2.45,-0.01
1007,1004,1004,1002,1004,-3.71,2.46,-0.01
1007,1005,1004,1003,1005,-4.68,2.48,-0.02
1007,1006,1005,1003,1005,-5.79,2.51,-0.02
1007,1006,1005,1003,1005,-6.98,2.52,-0.01
1007,1006,1006,1004,1005,-8.23,2.52,0
1008,1006,1006,1004,1005,-9.32,2.52,0.01
1007,1006,1006,1004,1005,-10.3,2.5,0.02
1007,1006,1006,1004,1005,-11.3,2.48,0.02
1007,1006,1005,1004,1005,-12.15,2.46,0.03
1007,1006,1006,1004,1005,-12.73,2.44,0.03
1007,1006,1006,1004,1005,-13.22,2.42,0.05
1007,1006,1006,1004,1005,-13.64,2.38,0.1
1007,1006,1006,1004,1005,-13.7,2.37,0.1
1007,1006,1006,1004,1005,-13.5,2.4,0.15
1007,1006,1006,1005,1005,-13.22,2.45,0.18
1007,1006,1006,1004,1005,-12.72,2.55,0.19
1007,1006,1006,1005,1005,-12.16,2.66,0.2
1007,1006,1006,1005,1006,-11.69,2.76,0.2
1007,1006,1006,1005,1005,-11.19,2.86,0.19
1007,1006,1006,1005,1005,-10.48,3,0.2
1008,1006,1006,1005,1006,-9.62,3.18,0.21
1008,1006,1006,1005,1005,-8.76,3.37,0.22
1007,1006,1006,1005,1006,-7.83,3.59,0.23
1008,1006,1006,1005,1006,-7.02,3.77,0.23
1008,1006,1006,1005,1006,-6.13,3.97,0.22
1007,1006,1006,1005,1005,-5.07,4.2,0.21
1008,1006,1006,1004,1005,-3.99,4.42,0.2
1008,1006,1005,1004,1005,-2.98,4.61,0.19
1008,1005,1005,1004,1005,-1.87,4.81,0.18
1007,1005,1004,1003,1004,-0.74,5,0.16
1008,1004,1003,1001,1004,0.17,5.15,0.16
1008,1004,1002,999,1003,0.99,5.27,0.15
1008,1004,1002,999,1001,1.73,5.36,0.13
1008,1004,1002,998,1000,2.47,5.45,0.12
1007,1003,1000,996,998,3.11,5.5,0.08
1007,1002,1000,995,997,3.29,5.51,0.05
1007,1002,999,995,997,3.19,5.51,0.02
1007,1002,999,994,998,2.99,5.51,-0.02
1007,1001,999,994,998,2.68,5.53,-0.06
1007,1002,1000,996,1000,2.18,5.57,-0.07
1008,1003,1001,998,1001,1.36,5.64,-0.09
1008,1004,1003,1000,1003,0.28,5.74,-0.09
1008,1005,1004,1001,1004,-0.82,5.84,-0.09
1008,1006,1005,1003,1005,-1.99,5.9,-0.06
1008,1006,1006,1003,1005,-3.14,5.95,-0.04
1008,1007,1006,1004,1006,-4.43,6.01,-0.05
1008,1007,1007,1005,1006,-5.9,6.1,-0.06
1009,1008,1007,1005,1006,-7.42,6.21,-0.07
1008,1008,1007,1006,1006,-8.59,6.28,-0.07
1008,1008,1007,1006,1006,-9.6,6.34,-0.06
1009,1008,1007,1006,1006,-10.94,6.41,-0.05
1008,1008,1008,1006,1006,-12.44,6.48,-0.05
1008,1008,1008,1006,1006,-13.49,6.57,-0.08
1008,1008,1007,1007,1006,-13.78,6.59,-0.1
1008,1008,1008,1006,1006,-13.75,6.59,-0.11
1008,1009,1007,1006,1006,-13.69,6.58,-0.12
1009,1008,1007,1006,1006,-13.51,6.56,-0.14
1009,1008,1008,1006,1006,-12.89,6.46,-0.15
1008,1008,1007,1006,1006,-11.87,6.31,-0.15
1008,1007,1007,1006,1007,-11.06,6.2,-0.14
1009,1008,1007,1006,1006,-10.51,6.11,-0.15
1008,1008,1007,1006,1006,-9.77,5.98,-0.17
1008,1007,1007,1006,1006,-8.73,5.8,-0.17
1008,1007,1007,1006,1006,-7.31,5.54,-0.18
1008,1007,1006,1005,1006,-5.98,5.29,-0.19
1008,1007,1006,1005,1006,-5.08,5.11,-0.19
1008,1007,1006,1005,1006,-4.3,4.95,-0.2
1008,1006,1005,1003,1006,-3.32,4.75,-0.2
1008,1005,1005,1004,1006,-2.34,4.55,-0.2
1008,1005,1004,1003,1005,-1.5,4.37,-0.21
1008,1004,1003,1002,1005,-0.77,4.21,-0.22
1008,1003,1002,1000,1004,0.06,4.03,-0.22
1007,1001,1001,998,1003,1.04,3.82,-0.21
1007,1000,998,994,1001,2,3.61,-0.21
1007,999,997,993,1000,2.42,3.52,-0.2
1007,999,997,993,1001,2.47,3.52,-0.19
1007,999,997,993,1000,2.44,3.52,-0.16
1007,1000,998,995,1001,2.25,3.54,-0.1
1007,1002,1000,997,1002,1.81,3.55,-0.02
1008,1002,1000,997,1003,1.35,3.55,-0.01
1007,1002,1001,999,1003,0.72,3.55,0.01
1008,1003,1002,999,1004,-0.05,3.53,0.02
1008,1003,1003,1000,1004,-0.96,3.51,0.02
1008,1004,1004,1002,1004,-1.92,3.48,0.04
1008,1005,1004,1003,1005,-2.77,3.45,0.03
1008,1006,1005,1003,1005,-3.74,3.42,0.03
1008,1006,1005,1004,1005,-4.94,3.38,0.04
1008,1006,1006,1004,1005,-6.16,3.34,0.03
1008,1007,1006,1005,1005,-7.47,3.28,0.04
1008,1006,1006,1005,1005,-8.64,3.24,0.03
1008,1006,1006,1005,1005,-9.68,3.21,0.04
1008,1007,1007,1005,1005,-10.66,3.18,0.03
1008,1006,1007,1005,1005,-11.74,3.17,0.01
1008,1007,1007,1005,1005,-12.61,3.18,-0.01
1008,1007,1007,1006,1005,-13.02,3.2,-0.04
1008,1007,1007,1005,1005,-13.12,3.2,-0.05
1008,1007,1007,1006,1005,-13.03,3.19,-0.07
1008,1007,1007,1006,1005,-12.98,3.19,-0.09
1008,1007,1007,1006,1005,-12.68,3.16,-0.09
1008,1007,1007,1006,1006,-11.83,3.08,-0.1
1008,1007,1007,1006,1005,-10.99,3,-0.09
1008,1007,1006,1006,1005,-10.36,2.94,-0.1
1008,1006,1006,1005,1006,-9.44,2.85,-0.09
1008,1006,1006,1005,1005,-8.43,2.76,-0.09
1008,1006,1006,1005,1005,-7.39,2.67,-0.09
1008,1006,1006,1005,1006,-6.44,2.56,-0.11
1008,1006,1005,1004,1005,-5.39,2.43,-0.13
1008,1005,1004,1003,1005,-4.3,2.29,-0.12
1008,1005,1005,1003,1004,-3.08,2.14,-0.12
1007,1003,1003,1002,1005,-2.01,1.99,-0.14
1008,1003,1002,1000,1004,-1.28,1.9,-0.13
1007,1001,1001,999,1003,-0.69,1.84,-0.1
1007,1000,999,997,1003,0.04,1.78,-0.08
1006,998,997,994,1002,0.79,1.74,-0.05
1007,997,995,993,1001,1.28,1.73,-0.02
1007,998,996,993,1001,1.31,1.73,-0.01
1007,998,997,994,1001,1.19,1.73,0.01
1007,999,998,995,1002,0.99,1.72,0.05
1007,1001,1000,998,1002,0.43,1.68,0.08
1007,1002,1001,999,1003,-0.44,1.59,0.1
1007,1003,1002,1001,1004,-1.39,1.47,0.12
1007,1003,1003,1001,1004,-2.38,1.33,0.14
1007,1004,1004,1002,1004,-3.4,1.19,0.14
1007,1005,1005,1003,1004,-4.47,1.03,0.15
1007,1005,1005,1003,1004,-5.58,0.88,0.13
1007,1005,1005,1004,1004,-6.74,0.74,0.11
1007,1005,1005,1004,1005,-7.91,0.64,0.09
1007,1005,1005,1004,1005,-9.13,0.57,0.06
1007,1006,1006,1004,1004,-10.57,0.49,0.05
1007,1006,1006,1005,1005,-11.86,0.46,0.02
1008,1006,1006,1005,1005,-12.39,0.48,-0.03
1007,1006,1006,1005,1005,-12.91,0.5,-0.04
1007,1006,1006,1004,1005,-12.9,0.5,-0.05
1007,1006,1006,1005,1005,-12.49,0.47,-0.06
1007,1007,1006,1005,1005,-11.89,0.44,-0.06
1008,1006,1006,1005,1005,-11.44,0.41,-0.06
1008,1006,1006,1005,1005,-10.79,0.37,-0.05
1008,1006,1006,1005,1005,-9.96,0.33,-0.05
1007,1006,1006,1004,1005,-8.88,0.29,-0.04
1008,1005,1005,1004,1005,-7.78,0.24,-0.05
1007,1005,1005,1004,1005,-6.74,0.19,-0.05
1007,1005,1005,1004,1005,-5.6,0.14,-0.04
1007,1004,1004,1003,1004,-4.45,0.09,-0.04
1007,1004,1003,1002,1004,-3.39,0.04,-0.05
1007,1003,1003,1001,1004,-2.32,-0.02,-0.05
1007,1001,1001,1000,1004,-1.27,-0.08,-0.06
1006,999,999,998,1003,-0.45,-0.12,-0.05
1006,996,996,995,1003,0.34,-0.12,0
1006,994,994,992,1002,0.92,-0.08,0.06
1006,995,995,993,1003,1.01,-0.07,0.08
1006,996,995,994,1003,0.92,-0.08,0.1
1006,997,997,996,1003,0.62,-0.12,0.12
1007,999,999,998,1003,-0.02,-0.22,0.15
1007,1001,1001,999,1003,-1.04,-0.41,0.18
1007,1003,1002,1000,1004,-2.16,-0.62,0.19
1007,1003,1004,1002,1004,-3.24,-0.81,0.18
1007,1004,1004,1002,1005,-4.39,-1.01,0.17
1007,1005,1004,1003,1004,-5.54,-1.2,0.16
1007,1004,1005,1003,1005,-6.64,-1.36,0.15
1007,1005,1005,1004,1005,-7.73,-1.49,0.12
1007,1005,1005,1004,1004,-8.85,-1.6,0.09
1007,1005,1006,1004,1005,-10.09,-1.69,0.07
1007,1006,1006,1004,1005,-11.22,-1.72,0.03
1007,1006,1006,1004,1005,-12.19,-1.7,-0.02
1007,1006,1006,1004,1005,-13.08,-1.68,-0.03
1007,1006,1006,1004,1005,-13.86,-1.65,-0.04
1007,1006,1006,1005,1004,-14.07,-1.64,-0.04
1007,1006,1006,1004,1005,-13.79,-1.66,-0.05
1007,1006,1006,1005,1005,-13.12,-1.68,-0.04
1007,1006,1006,1005,1005,-12.25,-1.71,-0.03
1007,1006,1005,1004,1005,-11.29,-1.73,-0.02
1007,1005,1005,1004,1005,-10.18,-1.75,-0.02
1007,1005,1005,1004,1005,-8.79,-1.81,-0.04
1007,1005,1005,1004,1005,-7.45,-1.86,-0.04
1007,1004,1004,1003,1005,-6.23,-1.91,-0.04
1007,1004,1003,1002,1005,-4.87,-1.96,-0.04
1007,1002,1002,1001,1004,-3.44,-2.02,-0.04
1006,1001,1001,1000,1005,-2.03,-2.08,-0.04
1006,999,998,997,1005,-0.9,-2.09,0
1005,996,996,996,1004,0.14,-2.06,0.02
1004,993,993,993,1004,0.95,-2.02,0.05
1004,991,992,992,1004,1.48,-1.98,0.09
1004,991,992,992,1004,1.62,-1.96,0.12
1004,991,992,992,1004,1.64,-1.96,0.14
1005,994,994,994,1004,1.34,-2.01,0.17
1005,997,998,998,1004,0.71,-2.13,0.19
1006,1000,1000,1000,1004,-0.34,-2.34,0.19
1006,1002,1002,1001,1004,-1.63,-2.58,0.19
1006,1004,1003,1002,1004,-2.97,-2.81,0.17
1006,1004,1004,1003,1005,-4.27,-3.02,0.16
1006,1005,1005,1003,1004,-5.44,-3.19,0.14
1006,1005,1005,1004,1005,-6.6,-3.31,0.11
1007,1005,1005,1004,1004,-7.94,-3.43,0.09
1007,1005,1005,1004,1004,-9.29,-3.54,0.08
1007,1006,1006,1004,1005,-10.43,-3.62,0.07
1007,1006,1006,1004,1005,-11.5,-3.67,0.05
1007,1006,1006,1004,1005,-12.42,-3.68,0.01
1007,1006,1006,1004,1005,-12.69,-3.67,-0.04
1007,1006,1006,1004,1005,-12.53,-3.68,-0.05
1007,1006,1006,1004,1005,-11.7,-3.7,-0.03
1007,1006,1006,1004,1005,-11,-3.71,-0.02
1007,1006,1006,1004,1005,-10.36,-3.72,-0.01
1007,1006,1005,1005,1005,-9.16,-3.72,0
1007,1005,1005,1004,1005,-7.79,-3.72,-0.01
1007,1004,1005,1004,1005,-6.41,-3.73,0
1007,1004,1005,1004,1005,-5.22,-3.73,0
1006,1003,1004,1003,1005,-3.98,-3.73,0
1006,1002,1003,1002,1005,-2.55,-3.76,-0.02
1005,1000,1002,1001,1005,-1.17,-3.81,-0.03
1004,998,999,1000,1005,-0.12,-3.84,-0.03
1002,997,998,999,1005,0.58,-3.84,0
1002,996,997,998,1005,1.02,-3.81,0.06
1002,996,997,998,1004,1.1,-3.8,0.08
1003,996,998,998,1004,1.02,-3.81,0.1
1004,998,1000,1000,1005,0.61,-3.87,0.13
1005,1002,1002,1001,1005,-0.29,-4.02,0.17
1006,1003,1003,1002,1005,-1.44,-4.24,0.19
1006,1003,1004,1003,1005,-2.44,-4.42,0.18
1006,1004,1004,1003,1005,-3.56,-4.63,0.18
1006,1005,1005,1003,1005,-4.86,-4.87,0.18
1006,1005,1005,1004,1005,-6.27,-5.09,0.15
1007,1005,1006,1004,1005,-7.9,-5.28,0.12
1007,1006,1005,1004,1005,-9.39,-5.4,0.08
1007,1006,1006,1004,1005,-10.75,-5.46,0.04
1007,1006,1006,1004,1005,-11.99,-5.45,0
1007,1006,1006,1005,1005,-13.22,-5.4,-0.04
1007,1006,1006,1004,1005,-13.62,-5.37,-0.06
1007,1006,1006,1005,1005,-13.5,-5.38,-0.04
1007,1006,1006,1004,1005,-12.63,-5.4,-0.03
1007,1006,1006,1005,1005,-11.69,-5.42,-0.02
1007,1007,1006,1005,1005,-10.73,-5.44,-0.02
1007,1006,1006,1005,1005,-9.58,-5.45,-0.01
1007,1006,1006,1005,1004,-8.22,-5.47,-0.01
1007,1005,1006,1005,1005,-6.86,-5.48,-0.01
1007,1005,1006,1004,1005,-5.65,-5.5,-0.02
1006,1005,1005,1004,1005,-4.48,-5.48,0.01
1006,1004,1005,1004,1005,-3.15,-5.48,0.01
1005,1004,1005,1004,1005,-1.91,-5.48,0
1004,1002,1004,1003,1005,-0.74,-5.46,0.02
1003,1002,1003,1003,1005,0.45,-5.45,0.01
1002,1001,1002,1004,1005,1.46,-5.47,-0.02
1002,1001,1002,1003,1005,1.98,-5.48,-0.02
1002,1001,1002,1003,1005,1.95,-5.48,-0.02
1003,1002,1003,1003,1005,1.62,-5.46,-0.06
1004,1003,1003,1003,1005,0.92,-5.38,-0.1
1005,1004,1004,1004,1005,-0.18,-5.22,-0.14
1005,1004,1005,1004,1005,-1.47,-4.99,-0.18
1006,1004,1004,1004,1005,-2.76,-4.74,-0.19
1006,1004,1005,1004,1005,-4.08,-4.49,-0.18
1006,1005,1005,1004,1005,-5.5,-4.23,-0.18
1007,1005,1005,1004,1005,-6.99,-3.96,-0.18
1007,1005,1005,1004,1005,-8.45,-3.72,-0.16
1007,1005,1005,1005,1005,-9.87,-3.56,-0.11
1007,1005,1006,1004,1005,-11.31,-3.45,-0.08
1007,1006,1006,1005,1005,-12.12,-3.42,-0.04
1007,1006,1005,1005,1005,-12.61,-3.42,0.01
1007,1006,1006,1004,1005,-13.21,-3.45,0.05
1007,1006,1005,1005,1005,-13.58,-3.47,0.05
1007,1006,1006,1005,1005,-13.41,-3.46,0.06
1007,1005,1006,1004,1005,-12.55,-3.41,0.07
1007,1006,1005,1004,1005,-11.16,-3.29,0.08
1007,1005,1005,1004,1005,-9.87,-3.13,0.12
1007,1005,1005,1004,1005,-8.74,-3,0.12
1007,1005,1005,1004,1005,-7.53,-2.86,0.11
1007,1004,1005,1004,1005,-6.17,-2.71,0.11
1006,1004,1004,1004,1005,-4.8,-2.58,0.09
1006,1003,1003,1002,1005,-3.56,-2.51,0.06
1006,1001,1002,1002,1005,-2.18,-2.46,0.04
1006,1001,1001,1000,1006,-0.88,-2.42,0.03
1005,999,999,999,1006,0.01,-2.41,0.01
1004,997,998,998,1006,0.59,-2.42,-0.01
1004,997,998,998,1006,0.82,-2.43,-0.05
1004,999,999,999,1006,0.65,-2.41,-0.09
1004,1000,1000,1000,1006,0.21,-2.34,-0.16
1005,1001,1001,1001,1006,-0.52,-2.21,-0.18
1006,1002,1002,1002,1006,-1.53,-2.02,-0.18
1006,1002,1002,1002,1006,-2.61,-1.83,-0.17
1006,1003,1003,1003,1006,-3.69,-1.64,-0.17
1007,1004,1004,1003,1005,-5.01,-1.43,-0.16
1007,1005,1004,1003,1005,-6.39,-1.24,-0.13
1007,1005,1005,1004,1006,-7.64,-1.13,-0.09
1007,1005,1005,1004,1005,-8.74,-1.09,-0.04
1007,1005,1005,1004,1005,-9.8,-1.09,0
1007,1006,1006,1004,1005,-10.91,-1.12,0.03
1007,1006,1006,1004,1005,-11.88,-1.18,0.06
1007,1006,1006,1005,1005,-12.83,-1.28,0.11
1007,1006,1006,1005,1005,-13.66,-1.44,0.18
1007,1006,1006,1004,1005,-13.75,-1.45,0.22
1007,1006,1006,1005,1005,-13.43,-1.37,0.25
1007,1006,1006,1005,1005,-12.98,-1.27,0.22
1007,1006,1006,1004,1005,-12.32,-1.15,0.19
1007,1006,1006,1005,1005,-11.27,-0.94,0.19
1008,1005,1005,1004,1005,-9.84,-0.68,0.18
1007,1005,1005,1005,1005,-8.68,-0.48,0.17
1007,1005,1005,1004,1005,-7.73,-0.33,0.15
1007,1005,1006,1004,1005,-6.78,-0.22,0.12
1007,1005,1005,1004,1005,-5.75,-0.12,0.1
1007,1005,1005,1004,1005,-4.66,-0.01,0.09
1007,1003,1003,1002,1005,-3.45,0.1,0.09
1007,1002,1002,1001,1005,-2.1,0.2,0.07
1006,1000,1000,1000,1005,-0.96,0.28,0.07
1006,999,999,998,1005,-0.17,0.33,0.06
1006,996,996,996,1005,0.6,0.35,0.03
1005,992,992,991,1005,1.33,0.35,-0.01
1005,992,993,991,1005,1.46,0.34,-0.03
1005,994,994,993,1005,1.27,0.36,-0.07
1005,996,997,996,1006,0.79,0.41,-0.11
1006,999,999,998,1005,-0.12,0.52,-0.12
1007,1001,1001,1000,1005,-1.27,0.66,-0.12
1007,1002,1002,1001,1005,-2.39,0.81,-0.13
1007,1004,1004,1003,1004,-3.58,0.95,-0.12
1008,1005,1005,1003,1005,-4.97,1.1,-0.11
1007,1005,1005,1004,1005,-6.56,1.26,-0.1
1008,1006,1006,1004,1005,-8.14,1.37,-0.07
1007,1006,1005,1005,1005,-9.82,1.45,-0.04
1007,1006,1006,1005,1005,-11.24,1.46,-0.01
1008,1006,1006,1005,1005,-12.3,1.45,0.01
1008,1006,1006,1005,1005,-13.28,1.41,0.04
1008,1006,1006,1005,1005,-13.71,1.38,0.07
1007,1006,1006,1005,1005,-13.71,1.38,0.08
1007,1006,1005,1005,1005,-13.12,1.43,0.08
1008,1006,1006,1005,1005,-11.86,1.52,0.07
1008,1006,1006,1005,1005,-10.6,1.61,0.07
1008,1006,1006,1004,1005,-9.58,1.66,0.05
1008,1006,1006,1005,1005,-8.56,1.69,0.03
1008,1006,1005,1004,1005,-7.55,1.71,0.02
1008,1005,1005,1004,1005,-6.38,1.72,0.01
1008,1005,1005,1004,1005,-5.36,1.73,0.01
1008,1004,1004,1003,1005,-4.38,1.73,0
1008,1004,1004,1003,1005,-3.55,1.74,0
1007,1004,1004,1002,1005,-2.71,1.73,-0.01
1007,1002,1003,1001,1005,-1.67,1.71,-0.02
1007,1001,1001,1001,1005,-0.74,1.69,-0.02
1007,999,1000,999,1005,-0.01,1.68,-0.02
1007,998,998,997,1004,0.51,1.67,-0.02
1006,995,995,995,1004,1.06,1.67,-0.01
1006,996,995,995,1004,1.15,1.67,-0.01
1006,996,996,995,1004,1.15,1.67,-0.01
1006,996,996,995,1004,1.15,1.67,-0.01
1006,996,995,994,1004,1.16,1.67,0
1007,995,995,994,1004,1.16,1.67,0
1006,995,995,994,1004,1.18,1.67,0
1006,995,994,993,1004,1.23,1.67,0.01
1006,995,995,993,1004,1.22,1.67,0.01
1006,995,994,993,1004,1.22,1.67,0.01
1006,995,995,993,1004,1.22,1.67,0.01
1006,995,995,993,1004,1.22,1.67,0.01
1006,995,995,993,1004,1.22,1.67,0.01
1006,996,996,994,1003,1.22,1.67,0.01
1006,997,997,995,1004,1.22,1.67,0.01
1005,997,997,995,1004,1.22,1.67,0.01
1006,996,996,995,1003,1.22,1.67,0.01
1005,996,996,994,1002,1.22,1.67,0.01
1004,995,995,993,1002,1.22,1.67,0.01
1003,994,994,992,1001,1.22,1.67,0.01
1001,993,993,991,1000,1.22,1.67,0.01
1000,992,992,991,999,1.22,1.67,0.01
998,991,992,990,998,1.22,1.67,0.01
998,991,991,990,998,1.22,1.67,0.01
997,991,991,989,998,1.22,1.67,0.01
997,990,991,990,998,1.22,1.67,0.01
997,991,991,989,998,1.22,1.67,0.01
997,991,991,990,998,1.22,1.67,0.01
998,991,991,990,998,1.22,1.67,0.01
998,991,992,990,999,1.22,1.67,0.01
998,991,992,990,999,1.22,1.67,0.01
998,991,991,990,999,1.22,1.67,0.01
998,991,992,990,999,1.22,1.67,0.01
998,991,991,990,999,1.22,1.67,0.01
998,992,992,990,999,1.22,1.67,0.01
998,991,992,990,999,1.22,1.67,0.01
998,992,992,990,998,1.22,1.67,0.01
998,991,992,990,999,1.22,1.67,0.01
998,991,992,990,999,1.22,1.67,0.01
998,991,992,990,998,1.22,1.67,0.01
997,991,991,990,998,1.22,1.67,0.01
997,991,992,990,999,1.22,1.67,0.01
998,992,992,990,999,1.22,1.67,0.01
999,992,992,991,999,1.22,1.67,0.01
999,992,993,991,999,1.22,1.67,0.01
1000,993,993,992,1000,1.22,1.67,0.01
1001,993,993,992,1000,1.22,1.67,0.01
1000,994,994,993,1001,1.22,1.67,0.01
1001,993,994,992,1001,1.22,1.67,0.01
1002,994,994,992,1001,1.22,1.67,0.01
1001,995,995,994,1002,1.22,1.67,0.01
1002,994,994,993,1001,1.22,1.67,0.01
1002,995,995,993,1001,1.22,1.67,0.01
1002,994,995,993,1001,1.22,1.67,0.01
